Country,Year,Gross demand,Gross production,Final consumption
"China, Hong Kong SAR",2007,45872.0,38948.0,40853.0
"China, Hong Kong SAR",2006,44982.0,38613.0,40335.0
"China, Hong Kong SAR",2005,44951.0,38448.0,40048.0
"China, Hong Kong SAR",2004,43879.0,37129.0,39223.0
"China, Hong Kong SAR",2003,42895.0,35506.0,38454.0
"China, Hong Kong SAR",2002,42319.0,34312.0,38087.0
"China, Hong Kong SAR",2001,41203.0,32429.0,37261.0
"China, Hong Kong SAR",2000,40351.0,31329.0,36299.0
"China, Hong Kong SAR",1999,38564.0,29496.0,34802.0
"China, Hong Kong SAR",1998,38564.0,31414.0,34846.0
"China, Hong Kong SAR",1997,36260.0,28943.0,32239.0
"China, Hong Kong SAR",1996,35687.0,28440.0,31633.0
"China, Hong Kong SAR",1995,33979.0,27916.0,29856.0
"China, Hong Kong SAR",1994,33236.0,26741.0,29182.0
"China, Hong Kong SAR",1993,31894.0,35948.0,27725.0
"China, Hong Kong SAR",1992,30113.0,35076.0,26153.0
"China, Hong Kong SAR",1991,28828.0,31889.0,25317.0
"China, Hong Kong SAR",1990,27163.0,28960.0,23834.0
"China, Macao SAR",2022,5399.0,609.2,5252.0
"China, Macao SAR",2021,5605.0,495.6,5453.6
"China, Macao SAR",2020,5328.0,562.283,5192.0
"China, Macao SAR",2019,5706.0,829.77086,5550.0
"China, Macao SAR",2018,5466.0,652.91422,5319.0
"China, Macao SAR",2017,5309.0,1465.34109,5169.0
"China, Macao SAR",2016,5196.0,987.53974,5048.0
"China, Macao SAR",2015,4993.0,950.03604,4916.0
"China, Macao SAR",2014,4698.0,641.0,4530.0
"China, Macao SAR",2013,4437.0,413.0,4288.0
"China, Macao SAR",2012,4372.0,561.0,4203.0
"China, Macao SAR",2011,3999.0,886.0,3855.0
"China, Macao SAR",2010,3815.0,1077.0,3653.0
"China, Macao SAR",2009,3632.0,1466.0,3460.0
"China, Macao SAR",2008,3463.0,1211.0,3309.0
"China, Macao SAR",2007,3137.0,1520.0,2981.0
"China, Macao SAR",2006,2559.0,1669.0,2421.0
"China, Macao SAR",2005,2288.0,2027.0,2156.0
"China, Macao SAR",2004,2027.0,1973.0,1900.0
"China, Macao SAR",2003,1880.0,1796.0,1769.0
"China, Macao SAR",2002,1808.0,1701.0,1697.25
"China, Macao SAR",2001,1690.0,1566.0,1550.0
"China, Macao SAR",2000,1678.0,1571.0,1591.0
"China, Macao SAR",1999,1641.0,1532.0,1551.0
"China, Macao SAR",1998,1625.0,1539.0,1542.0
"China, Macao SAR",1997,1482.0,1409.0,1410.0
"China, Macao SAR",1996,1469.0,1372.0,1405.0
"China, Macao SAR",1995,1374.0,1272.0,1308.0
"China, Macao SAR",1994,1313.0,1254.0,1255.0
"China, Macao SAR",1993,1207.0,1190.0,1166.0
"China, Macao SAR",1992,1056.0,992.0,1000.0
"China, Macao SAR",1991,937.0,889.0,889.0
"China, Macao SAR",1990,839.0,790.0,796.0
Colombia,2021,81953.853,84428.404,70180.0
Colombia,2020,78274.186,79549.561,65906.866
Colombia,2019,78542.939,80415.465,67488.235
Colombia,2018,78370.903,78425.956,61531.371
Colombia,2017,75045.955,75124.73,61231.633
Colombia,2016,74776.95,74573.835,59838.235
Colombia,2015,74608.35,75138.997,59537.725
Colombia,2014,71945.826,72886.433,58315.967
Colombia,2013,70741.0,74001.0,55926.0
Colombia,2012,65794.0,68344.0,59285.0
Colombia,2011,63138.0,66472.0,57845.0
Colombia,2010,57699.0,60234.0,54701.0
Colombia,2009,59801.0,62574.0,53425.0
Colombia,2008,58947.0,61192.0,49903.0
Colombia,2007,53242.0,55314.0,42185.0
Colombia,2006,51014.0,53852.0,40624.0
Colombia,2005,47687.83,50411.59,38938.98
Colombia,2004,47624.0,50228.0,38567.0
Colombia,2003,45776.0,47682.0,36517.0
Colombia,2002,43758.0,45242.0,35709.0
Colombia,2001,42673.0,43684.0,35190.0
Colombia,2000,43232.0,43943.0,33336.0
Colombia,1999,43405.0,44139.0,32054.0
Colombia,1998,45102.0,45960.0,34484.0
Colombia,1997,45809.0,46378.0,35381.0
Colombia,1996,44327.0,44866.0,33496.0
Colombia,1995,44768.0,45246.0,35245.0
Colombia,1994,42615.0,43040.0,33719.0
Colombia,1993,39726.0,40221.0,32025.0
Colombia,1992,34575.0,35064.0,29067.0
Congo,2021,3567.891,4020.727,1547.257
Congo,2020,3407.053,3832.88,1518.254
Congo,2019,3225.943,3655.103,1554.034
Congo,2018,2752.449,3096.039,1528.92
Congo,2017,2632.573,2964.655,1554.727
Congo,2016,2620.0,2953.0,1439.0
Congo,2015,2439.0,2770.0,1318.0
Congo,2014,1617.0,1826.0,836.0
Congo,2013,1544.0,1698.0,796.0
Congo,2012,1534.0,1700.0,792.0
Congo,2011,1175.0,1293.0,606.0
Congo,2010,977.0,784.0,500.0
Congo,2009,884.0,539.0,481.0
Congo,2008,786.0,461.0,432.0
Congo,2007,798.0,407.0,420.0
Congo,2006,782.0,453.0,390.0
Congo,2005,770.0,433.0,344.0
Congo,2004,804.0,465.0,306.0
Congo,2003,669.0,399.0,302.0
Congo,2002,685.0,396.0,307.0
Congo,2001,565.0,340.0,266.0
Congo,2000,517.0,299.0,254.0
Congo,1999,282.0,111.0,149.0
Congo,1998,374.0,344.0,231.0
Congo,1997,497.0,459.0,370.0
Congo,1996,370.0,357.0,247.0
Congo,1995,420.0,328.0,310.0
Congo,1994,452.0,365.0,326.0
Congo,1993,518.0,431.0,334.0
Congo,1992,476.0,428.0,380.0
Congo,1991,480.0,482.0,388.0
Congo,1990,458.0,508.0,350.0
Costa Rica,2021,11501.252,12737.048,10362.89
Costa Rica,2020,10948.438,11729.932,9904.803
Costa Rica,2019,11283.015,11507.886,10189.98
Costa Rica,2018,11166.194,11528.4055,9891.6103
Costa Rica,2017,11048.771,11359.4547,9803.6508
Costa Rica,2016,10967.1882777778,10932.1262333333,9687.75611111111
Costa Rica,2015,10581.7313888889,10811.6533333333,9428.41251111111
Costa Rica,2014,10303.890278,10216.3211114444,9206.861799
Costa Rica,2013,10172.900556,10234.0936117778,9102.027555
Costa Rica,2012,10082.2497221111,10174.324166,9019.00487811111
Costa Rica,2011,9703.72583388889,9831.46138788889,8673.123655
Costa Rica,2010,9511.592222,9583.319443,8564.530589
Costa Rica,2009,9260.511111,9311.23888777778,8313.15553333333
Costa Rica,2008,9313.177778,9473.81111177778,8407.8
Costa Rica,2007,9110.619444,9049.58333277778,8228.17498911111
Costa Rica,2006,8678.197222,8697.05277677778,7810.43333255556
Costa Rica,2005,8172.883333,8259.49999922222,7359.00242211111
Costa Rica,2004,7858.0,8209.0,7068.0
Costa Rica,2003,7420.0,7566.0,6711.0
Costa Rica,2002,6805.0,7485.0,6350.0
Costa Rica,2001,6609.0,6941.0,6031.0
Costa Rica,2000,6356.0,6910.0,6209.0
Costa Rica,1999,5971.0,6177.0,5342.0
Costa Rica,1998,5369.0,5387.0,5065.0
Costa Rica,1997,5437.0,5589.0,4711.0
Costa Rica,1996,5003.0,4894.0,4457.0
Costa Rica,1995,4878.0,4863.0,4344.0
Costa Rica,1994,4663.0,4717.0,4220.0
Costa Rica,1993,4381.0,4386.0,3955.0
Costa Rica,1992,4078.0,4144.0,3663.0
Costa Rica,1991,3826.0,3808.0,3418.0
Costa Rica,1990,3706.0,3544.0,3312.0
Côte d'Ivoire,2021,10581.01,11578.5,9016.238
Côte d'Ivoire,2020,9913.041,11274.389,8143.384
Côte d'Ivoire,2019,9345.6,10696.859,7296.627
Côte d'Ivoire,2018,8845.0,10058.0,6926.0
Côte d'Ivoire,2017,8765.0,10121.1,6318.0
Côte d'Ivoire,2016,7882.0,10252.807,6615.0
Côte d'Ivoire,2015,7426.0,8711.0,6023.0
Côte d'Ivoire,2014,6995.0,8286.0,5561.0
Côte d'Ivoire,2013,6447.0,7650.0,5046.0
Côte d'Ivoire,2012,6074.0,7016.0,4708.0
Côte d'Ivoire,2011,5201.0,6099.0,3836.0
Côte d'Ivoire,2010,5321.0,5965.0,4117.0
Côte d'Ivoire,2009,5093.0,5871.0,3728.0
Côte d'Ivoire,2008,4911.0,5800.0,3546.0
Côte d'Ivoire,2007,4577.0,5631.0,3305.0
Côte d'Ivoire,2006,4452.0,5644.0,3307.0
Côte d'Ivoire,2005,4110.2,5675.8,2826.0
Côte d'Ivoire,2004,3939.0,5510.0,2813.0
Côte d'Ivoire,2003,3720.3,5092.8,2582.0
Côte d'Ivoire,2002,3690.0,5309.0,2827.0
Côte d'Ivoire,2001,3688.0,4903.0,3091.0
Côte d'Ivoire,2000,3516.0,4813.0,2920.0
Côte d'Ivoire,1999,3472.0,4830.0,2907.0
Côte d'Ivoire,1998,3371.0,4050.0,2850.0
Côte d'Ivoire,1997,2988.0,3983.0,2172.0
Côte d'Ivoire,1996,2754.0,3225.0,1685.0
Côte d'Ivoire,1995,2920.0,2955.0,2131.0
Croatia,2021,18544.9,15210.4,16495.4
Croatia,2020,17303.0,13385.3,15215.4
Croatia,2019,18231.0,12760.3,16155.4
Croatia,2018,18449.2,13631.7,16175.2
Croatia,2017,18190.4,11983.5,15978.7
Croatia,2016,17521.0,12820.0,15300.0
Croatia,2015,17536.0,11403.0,15343.0
Croatia,2014,16944.0,13554.0,14833.0
Croatia,2013,17379.0,14052.0,15072.0
Croatia,2012,17596.0,10755.0,15350.0
Croatia,2011,17922.0,11373.0,15735.0
Croatia,2010,18248.0,14902.0,15862.0
Croatia,2009,17915.0,13455.0,15511.0
Croatia,2008,18229.0,12891.0,16137.0
Croatia,2007,17830.0,12709.0,15384.0
Croatia,2006,17398.0,13047.0,15079.0
Croatia,2005,16958.0,13162.0,14417.0
Croatia,2004,16359.0,13990.0,13702.0
Croatia,2003,15927.0,13252.0,12972.0
Croatia,2002,15181.0,12772.0,12702.0
Croatia,2001,14841.0,12809.0,12001.0
Croatia,2000,14274.0,11281.0,11833.0
Croatia,1999,14154.0,12979.0,11705.0
Croatia,1998,13790.0,11462.0,11090.0
Croatia,1997,13250.0,10248.0,11055.0
Croatia,1996,12590.0,11175.0,10284.0
Croatia,1995,11960.0,9277.0,9921.0
Croatia,1994,11525.0,8773.0,9593.0
Croatia,1993,11239.0,9564.0,9371.0
Croatia,1992,11309.0,8902.0,9506.0
Cuba,2022,16732.6,15732.1,13226.2
Cuba,2021,17490.7,17965.5,13738.5
Cuba,2020,18473.92,19070.9,14971.7
Cuba,2019,19211.3,20705.7,15690.8
Cuba,2018,18878.8,20837.0,15589.2
Cuba,2017,18667.3,20558.1,15490.3
Cuba,2016,19400.4,20458.6,16283.3
Cuba,2015,19295.3,20288.0,16160.1
Cuba,2014,18353.5,19366.1,15392.2
Cuba,2013,18114.8,19156.4,15187.8
Cuba,2012,17446.0,18427.9,14543.9
Cuba,2011,16811.6,17759.4,14025.0
Cuba,2010,16483.5,17386.8,13695.5
Cuba,2009,16841.0,17727.0,14092.8
Cuba,2008,16784.0,17681.0,13975.3
Cuba,2007,16694.0,17622.0,13724.9
Cuba,2006,15584.0,16469.0,12934.3
Cuba,2005,14419.0,15341.0,12086.0
Cuba,2004,14677.0,15633.0,12266.9
Cuba,2003,14840.0,15811.0,12431.8
Cuba,2002,14713.0,15699.0,12287.2
Cuba,2001,14352.0,15300.0,11980.0
Cuba,2000,14104.0,15032.0,11734.6
Cuba,1999,13563.0,14492.0,11048.0
Cuba,1998,13191.0,14149.0,10583.0
Cuba,1997,13196.0,14146.0,10482.0
Cuba,1996,12369.0,13236.0,9793.0
Cuba,1995,11582.0,12459.0,9133.0
Cuba,1994,11136.0,11964.0,9342.0
Cuba,1993,10242.0,11004.0,8592.0
Cuba,1992,10739.0,11538.0,9009.0
Cuba,1991,11928.0,12741.0,10108.0
Cuba,1990,13661.0,14678.0,11467.3
Cyprus,2021,4880.841,5119.423,4649.552
Cyprus,2020,4650.317,4849.201,4376.847
Cyprus,2019,4913.788,5141.491,4723.537
Cyprus,2018,4827.281,5060.567,4664.657
Cyprus,2017,4778.28,5004.365,4541.805
Cyprus,2016,4668.0,4887.0,4399.0
Cyprus,2015,4314.0,4533.0,4091.0
Cyprus,2014,4145.0,4350.0,3965.0
Cyprus,2013,4119.0,4290.0,3921.0
Cyprus,2012,4543.0,4717.0,4409.0
Cyprus,2011,4699.0,4929.0,4721.0
Cyprus,2010,5101.0,5322.0,4882.0
Cyprus,2009,4949.0,5215.0,4751.0
Cyprus,2008,4806.0,5079.0,4634.0
Cyprus,2007,4606.0,4871.0,4385.0
Cyprus,2006,4397.0,4652.0,4168.0
Cyprus,2005,4131.0,4377.0,3960.0
Cyprus,2004,3975.0,4201.0,3749.0
Cyprus,2003,3830.0,4052.0,3646.0
Cyprus,2002,3574.0,3785.0,3385.0
Cyprus,2001,3364.0,3551.0,3110.0
Cyprus,2000,3205.0,3370.0,2996.0
Cyprus,1999,2986.0,3139.0,2768.0
Cyprus,1998,2811.0,2991.0,2615.0
Cyprus,1997,2576.0,2728.0,2382.0
Cyprus,1996,2464.0,2609.0,2299.0
Cyprus,1995,2352.0,2497.0,2223.0
Cyprus,1994,2552.0,2685.0,2412.0
Cyprus,1993,2453.0,2590.0,2309.0
Cyprus,1992,2291.0,2430.0,2119.0
Cyprus,1991,2032.0,2077.0,1877.0
Cyprus,1990,1927.0,1974.0,1791.0
Czechia,2021,65874.813,85081.78,59982.585
Czechia,2020,63271.373,81568.022,57100.015
Czechia,2019,65513.883,87055.702,58416.453
Czechia,2018,65597.164,88037.916,58102.662
Czechia,2017,65305.784,87056.159,57407.212
Czechia,2016,63842.0,83309.0,55852.0
Czechia,2015,62728.0,83892.0,54477.0
Czechia,2014,61440.0,86148.0,53216.0
Czechia,2013,61659.0,86913.0,53217.0
Czechia,2012,62192.0,87418.0,53884.0
Czechia,2011,61907.0,87477.0,53651.0
Czechia,2010,62543.0,85903.0,54223.0
Czechia,2009,61585.0,82185.0,53124.0
Czechia,2008,65126.0,83647.0,56136.0
Czechia,2007,64655.0,88198.0,55366.0
Czechia,2006,64307.0,84361.0,55225.0
Czechia,2005,62691.0,82578.0,53601.0
Czechia,2004,61472.0,84333.0,52354.0
Czechia,2003,59894.0,83227.0,52407.0
Czechia,2002,58527.0,76348.0,50823.0
Czechia,2001,58685.0,74647.0,50881.0
Czechia,2000,57248.0,73466.0,49381.0
Czechia,1999,56099.0,64694.0,48122.0
Czechia,1998,57149.0,65112.0,48875.0
Czechia,1997,58251.0,64598.0,49635.0
Czechia,1996,59300.0,64257.0,50284.0
Czechia,1995,56923.0,60847.0,48082.0
Czechia,1994,53972.0,58705.0,44968.0
Czechia,1993,52566.0,58881.0,43023.0
Czechia,1992,52008.0,59293.0,43385.0
Denmark,2021,35482.733,33048.783,32090.946
Denmark,2020,33859.247,28728.659,30390.367
Denmark,2019,34056.951,29516.956,30749.924
Denmark,2018,34208.445,30369.763,30917.468
Denmark,2017,33914.29,31022.552,31073.469
Denmark,2016,33934.0,30541.0,31095.0
Denmark,2015,33536.0,28942.0,30809.0
Denmark,2014,33557.0,32185.0,30775.0
Denmark,2013,34075.0,34743.0,31106.0
Denmark,2012,34234.0,30701.0,31181.0
Denmark,2011,34809.0,35229.0,31659.0
Denmark,2010,35706.0,38861.0,32058.0
Denmark,2009,34791.0,36384.0,31445.0
Denmark,2008,36307.0,36616.0,33123.0
Denmark,2007,36405.0,39316.0,33476.0
Denmark,2006,36249.0,45611.0,33786.0
Denmark,2005,35781.0,36246.0,33462.0
Denmark,2004,35529.0,40430.0,32973.0
Denmark,2003,35208.0,46186.0,32366.0
Denmark,2002,35264.0,39287.0,32514.0
Denmark,2001,35588.0,37729.0,32566.0
Denmark,2000,35110.0,36053.0,32457.0
Denmark,1999,34729.0,38920.0,32186.0
Denmark,1998,34901.0,41113.0,32057.0
Denmark,1997,34631.0,44315.0,31885.0
Denmark,1996,35602.0,53582.0,31709.0
Denmark,1995,33910.0,36759.0,30885.0
Denmark,1994,33420.0,40578.0,30756.0
Denmark,1993,33144.0,33974.0,30163.0
Denmark,1992,32571.0,30738.0,29750.0
Denmark,1991,32356.0,36545.0,29257.0
Denmark,1990,31330.0,25982.0,28370.0
Dominican Republic,2021,20679.478,21313.634,18763.863
Dominican Republic,2020,16042.54,19293.474,15559.214
Dominican Republic,2019,19156.876,19856.836,18196.434
Dominican Republic,2018,18958.31,19651.0,16409.3
Dominican Republic,2017,18371.1,19036.32,15886.5
Dominican Republic,2016,18002.8,18690.11,15590.9
Dominican Republic,2015,17249.1,17921.97,14952.4
Dominican Republic,2014,16501.5,17166.57,14320.7
Dominican Republic,2013,17102.6,17648.19,14861.9
Dominican Republic,2012,16245.2,16835.36,14087.5
Dominican Republic,2011,15123.8,15671.55,13111.6
Dominican Republic,2010,14200.9,14698.88,12253.0
Dominican Republic,2009,13172.7,13674.7,11356.04
Dominican Republic,2008,13994.2,14550.22,12065.58
Dominican Republic,2007,13885.46,14478.06,12116.56
Dominican Republic,2006,13502.2,14053.15,11818.0
Dominican Republic,2005,12641.2,13253.17,11105.0
Dominican Republic,2004,11488.52,11932.52,10135.0
Dominican Republic,2003,13583.4,14279.4,11979.0
Dominican Republic,2002,13320.1,13927.12,11741.0
Dominican Republic,2001,12504.7,12806.7,10948.0
Dominican Republic,2000,12773.9,13113.86,10908.0
Dominican Republic,1999,11974.4,12313.38,10352.0
Dominican Republic,1998,10189.1,10507.12,8717.0
Dominican Republic,1997,6960.0,7236.0,4924.0
Dominican Republic,1996,6373.0,6615.0,4844.0
Dominican Republic,1995,5248.0,5477.0,3694.0
Dominican Republic,1994,5416.0,5653.0,3844.0
Dominican Republic,1993,5130.0,5353.0,3647.0
Ecuador,2022,32948.7,33008.301,27797.156
Ecuador,2021,31783.328,32214.24,26976.451
Ecuador,2020,29841.47,31247.994995,25417.664
Ecuador,2019,30083.08,32283.963458,25815.697
Ecuador,2018,28679.5,29243.590816,24907.584
Ecuador,2017,27456.52,28032.912562,23972.425
Ecuador,2016,26538.16,27313.857189,23038.34
Ecuador,2015,25893.94,25950.15,22549.41
Ecuador,2014,24568.4,24307.13,21402.78
Ecuador,2013,23476.6,23260.34,20090.1
Ecuador,2012,22695.1,22847.956,19155.5
Ecuador,2011,21524.4,20544.098,17857.0
Ecuador,2010,20071.9,19509.93,16475.2
Ecuador,2009,18991.8,18264.608,15030.8
Ecuador,2008,18473.8,18608.607,13432.3
Ecuador,2007,17759.0,17336.678,12472.5
Ecuador,2006,15416.0,14148.0,11646.0
Ecuador,2005,14153.0,12717.0,10819.0
Ecuador,2004,14265.0,12873.0,10005.0
Ecuador,2003,12361.0,11546.0,9627.0
Ecuador,2002,11656.0,11888.0,9039.0
Ecuador,2001,10821.0,11050.0,8082.0
Ecuador,2000,10449.0,10612.0,7912.0
Ecuador,1999,10135.0,10308.0,7720.0
Ecuador,1998,10709.0,10890.0,8194.0
Ecuador,1997,10204.0,10362.0,7802.0
Ecuador,1996,9201.0,9340.0,7062.0
Ecuador,1995,8283.0,8429.0,6388.0
Ecuador,1994,8033.0,8144.0,6071.0
Ecuador,1993,7300.0,7411.0,5536.0
Ecuador,1992,7062.0,7196.0,5479.0
Ecuador,1991,6836.0,6974.0,5263.0
Ecuador,1990,6242.0,6349.0,4791.0
Egypt,2021,201259.194,222543.898,158046.219
Egypt,2020,190492.2,197201.2,157435.299
Egypt,2019,187606.643,194278.821,156339.504
Egypt,2018,196338.0,202838.0,165610.0
Egypt,2017,186979.0,195150.0,151606.0
Egypt,2016,187159.0,191920.0,162275.0
Egypt,2015,174524.0,180377.0,154205.0
Egypt,2014,168291.0,173552.0,146645.0
Egypt,2013,162149.0,168050.0,137591.0
Egypt,2012,158826.0,164628.0,140257.0
Egypt,2011,154359.0,161162.0,135838.0
Egypt,2010,144099.0,150486.0,126934.0
Egypt,2009,137210.0,142690.0,120180.0
Egypt,2008,129177.0,134566.0,112617.0
Egypt,2007,123345.0,128129.0,107226.0
Egypt,2006,114026.0,118407.0,101443.0
Egypt,2005,107689.0,111690.0,95085.0
Egypt,2004,100353.0,104249.0,88088.0
Egypt,2003,93352.0,98133.0,82642.0
Egypt,2002,82228.0,85946.0,72374.0
Egypt,2001,73674.0,76808.0,63380.0
Egypt,2000,67417.0,70337.0,60085.0
Egypt,1999,62676.0,65171.0,55500.0
Egypt,1998,57515.0,59593.0,49605.0
Egypt,1997,55056.0,57075.0,48181.0
Egypt,1996,52937.0,54898.0,48914.0
Egypt,1995,50595.0,52500.0,44265.0
Egypt,1994,47650.0,49500.0,42850.0
Egypt,1993,46713.0,48510.0,42013.0
Eritrea,2021,366.776,384.907,316.575
Eritrea,2020,357.601,375.278,308.654
Eritrea,2019,346.054,363.16,298.687
Eritrea,2018,335.214,351.784,289.33
Eritrea,2017,317.858,333.57,274.349
Eritrea,2016,263.0,276.0,227.0
Eritrea,2015,258.0,271.0,227.0
Eritrea,2014,265.0,278.0,237.0
Eritrea,2013,267.0,279.0,240.0
Eritrea,2012,308.0,323.0,268.0
Eritrea,2011,307.0,326.0,261.0
Eritrea,2010,308.0,323.0,256.0
Eritrea,2009,290.0,307.0,242.0
Eritrea,2008,283.0,299.0,227.0
Eritrea,2007,282.0,297.0,230.0
Eritrea,2006,261.0,278.0,214.0
Eritrea,2005,272.0,288.0,226.0
Eritrea,2004,266.0,283.0,218.0
Eritrea,2003,259.0,277.0,214.0
Eritrea,2002,246.0,259.0,201.0
Eritrea,2001,223.0,233.0,183.0
Eritrea,2000,201.0,210.0,167.0
Eritrea,1999,206.0,214.0,165.0
Eritrea,1998,187.0,195.0,152.0
Eritrea,1997,207.0,214.0,165.0
Eritrea,1996,186.0,193.0,152.0
Eritrea,1995,170.0,172.0,145.0
Eritrea,1994,159.0,161.0,131.0
Estonia,2021,9089.928,7204.459,7883.585
Estonia,2020,8960.784,6078.456,7180.06
Estonia,2019,8757.1,7615.585,7316.94
Estonia,2018,9035.802,12364.171,7491.0
Estonia,2017,8514.492,13160.46,7232.492
Estonia,2016,8397.0,12170.0,7299.0
Estonia,2015,8137.0,10149.0,6852.0
Estonia,2014,8259.0,12446.0,6906.0
Estonia,2013,8235.0,13275.0,6820.0
Estonia,2012,8287.0,11967.0,6978.0
Estonia,2011,8105.0,12893.0,6627.0
Estonia,2010,8478.0,12964.0,6908.0
Estonia,2009,7966.0,8779.0,6650.0
Estonia,2008,8557.0,10581.0,7004.0
Estonia,2007,8534.0,12190.0,6795.0
Estonia,2006,7979.0,9732.0,6490.0
Estonia,2005,7506.0,10205.0,6040.0
Estonia,2004,7438.0,10304.0,5913.0
Estonia,2003,7205.0,10159.0,5596.0
Estonia,2002,6944.0,8527.0,5335.0
Estonia,2001,6968.0,8483.0,5168.0
Estonia,2000,6662.0,8513.0,5015.0
Estonia,1999,6756.0,8278.0,4828.0
Estonia,1998,7148.0,8557.0,5155.0
Estonia,1997,7091.0,9249.0,5158.0
Estonia,1996,7126.0,9127.0,4879.0
Estonia,1995,6846.0,8702.0,4556.0
Estonia,1994,6815.0,9169.0,4786.0
Estonia,1993,6397.0,8927.0,4540.0
Estonia,1992,7199.0,11731.0,5744.0
Ethiopia,2021,13792.867,15538.051,11198.624
Ethiopia,2020,14103.647,15828.527,11016.08
Ethiopia,2019,13841.85,15067.66,10933.07
Ethiopia,2018,13486.562,14553.562,10557.58
Ethiopia,2017,11787.791,13263.791,8869.82
Ethiopia,2016,11207.0,12588.0,8586.0
Ethiopia,2015,9717.0,10483.0,7470.0
Ethiopia,2014,8760.0,9562.0,6660.0
Ethiopia,2013,8062.0,8736.0,6087.0
Ethiopia,2012,7024.0,7604.0,5276.0
Ethiopia,2011,6000.0,6354.0,4399.0
Ethiopia,2010,4989.0,4998.0,3837.0
Ethiopia,2009,3644.0,3655.0,3254.0
Ethiopia,2008,3256.0,3369.0,3126.0
Ethiopia,2007,3053.0,3472.0,2773.0
Ethiopia,2006,2964.0,3339.0,2567.0
Ethiopia,2005,2683.0,2909.0,2334.0
Ethiopia,2004,2356.0,2590.0,2051.0
Ethiopia,2003,2116.0,2348.0,1834.0
Ethiopia,2002,1947.0,2089.0,1699.0
Ethiopia,2001,1701.0,2063.0,1449.0
Ethiopia,2000,1642.0,1730.0,1418.0
Ethiopia,1999,1518.0,1653.0,1345.0
Ethiopia,1998,1518.0,1648.0,1358.0
Ethiopia,1997,1492.0,1620.0,1325.0
Ethiopia,1996,1464.0,1609.0,1298.0
Ethiopia,1995,1387.0,1533.0,1228.0
Ethiopia,1994,1293.0,1456.0,1143.0
Finland,2021,86493.0,72120.665,82094.0
Finland,2020,81290.0,69267.626,76898.0
Finland,2019,85705.0,68650.319,81310.0
Finland,2018,87047.0,70262.747,82769.0
Finland,2017,85044.0,67524.168,81039.0
Finland,2016,84765.0,68757.0,80953.0
Finland,2015,82099.0,68599.0,78497.0
Finland,2014,83199.0,68094.0,79151.0
Finland,2013,83885.0,71257.0,79961.0
Finland,2012,84945.0,70411.0,80725.0
Finland,2011,84101.0,73501.0,80114.0
Finland,2010,87552.0,80674.0,83505.0
Finland,2009,81192.0,72069.0,77089.0
Finland,2008,87162.0,77432.0,82562.0
Finland,2007,90343.0,81245.0,86086.0
Finland,2006,90016.0,82312.0,86036.0
Finland,2005,84837.0,70582.0,80752.0
Finland,2004,87036.0,85845.0,83119.0
Finland,2003,85221.0,84326.0,80868.0
Finland,2002,83494.0,74955.0,79684.0
Finland,2001,81137.0,74486.0,77386.0
Finland,2000,79098.0,69976.0,75685.0
Finland,1999,77758.0,69457.0,74262.0
Finland,1998,76570.0,70167.0,72833.0
Finland,1997,73740.0,69176.0,70492.0
Finland,1996,69961.0,69373.0,66501.0
Finland,1995,68947.0,64035.0,65217.0
Finland,1994,68716.0,65631.0,65052.0
Finland,1993,65592.0,61079.0,62267.0
Finland,1992,63351.0,57725.0,59758.0
Finland,1991,62388.0,57986.0,59087.0
Finland,1990,62234.0,54377.0,58943.0
France,2021,481567.799,555283.114,433071.692
France,2020,458511.569,532386.314,411359.415
France,2019,482909.257,570949.016,431704.8
France,2018,487395.853,581819.227,437102.253
France,2017,490571.55,561977.419,439365.409
France,2016,492165.0,564079.0,442743.0
France,2015,484169.0,579465.0,435033.0
France,2014,473565.0,572611.0,425403.0
France,2013,502401.0,582316.0,450917.0
France,2012,496612.0,572792.0,443798.0
France,2011,484079.0,573134.0,424491.0
France,2010,504846.0,569288.0,444089.0
France,2009,477413.0,535925.0,417955.0
France,2008,491839.0,573807.0,432736.0
France,2007,477546.0,569777.0,426015.0
France,2006,476393.0,574873.0,426925.0
France,2005,481192.0,576064.0,422771.0
France,2004,477975.0,574055.0,420160.0
France,2003,466273.0,566838.0,408400.0
France,2002,448184.0,559064.0,393486.0
France,2001,449437.0,549531.0,395777.0
France,2000,437812.0,539954.0,384903.0
France,1999,430664.0,525806.0,374959.0
France,1998,422799.0,511276.0,367437.0
France,1997,409113.0,504770.0,355458.0
France,1996,414284.0,513398.0,355834.0
France,1995,396030.0,494274.0,342850.0
France,1994,386769.0,476868.0,337493.0
France,1993,383845.0,472707.0,332598.0
France,1992,382269.0,463639.0,330327.0
France,1991,374800.0,455556.0,321362.0
France,1990,349160.0,420752.0,302230.0
Gabon,2021,2772.466,2344.238,2323.222
Gabon,2020,2827.257,2422.557,2273.563
Gabon,2019,2716.073,2306.115,2263.427
Gabon,2018,2709.66,2295.32,2193.694
Gabon,2017,2632.012,2278.022,2155.116
Gabon,2016,2580.0,2338.0,2017.0
Gabon,2015,2369.0,2127.0,1852.0
Gabon,2014,2287.0,1998.0,1795.0
Gabon,2013,2211.0,2101.0,1719.0
Gabon,2012,2089.0,2164.0,1628.0
Gabon,2011,1974.0,2041.0,1537.0
Gabon,2010,1864.0,1934.0,1454.0
Gabon,2009,1761.0,1831.0,1376.0
Gabon,2008,1730.0,1822.0,1369.0
